product_url,affiliate_link
https://www.aliexpress.com/item/1005006040735593.html,https://s.click.aliexpress.com/e/_oE6Uu9I
https://www.aliexpress.com/item/1005005854965747.html,https://s.click.aliexpress.com/e/_Dk9JY5v
https://www.aliexpress.com/item/1005007987717537.html,https://s.click.aliexpress.com/e/_olvbb6E
https://www.aliexpress.com/item/1005005959991097.html,https://s.click.aliexpress.com/e/_DFYOT5d
https://www.aliexpress.com/item/1005005903333822.html,https://s.click.aliexpress.com/e/_DeOe9AJ
